Buchungskreis,Marken Name Kurz,Standortname,Slug,Logo Filename,Straße,Hausnummer,PLZ,Stadt,Land Name,Standorttyp Name,Homepage,Breitengrad,Längengrad,Bundesland,Werblicher Anzeige Name,Breitengrad (Komma),Längengrad (Komma),,Statement,Statementgeber,Funktion des Statementgebers,Um wie viel Uhr wird das Licht ausgestellt?,Umsetzung der Maßnahmen bis 15.11.2022?,Änderung der Beleuchtung durch Teilnahme am Projekt?,Details zur Lichtabschaltung
122,G.U.T.,LÖHLE KG,loehle-kg,loehle-kg-logo.jpg,Carl-von-Ossietzky-Straße,2,55459,Bingen-Grolsheim,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/loehle-kg/standorte/haupthaus-bingen-grolsheim,49.916.240.000.000.000,7.934.210.000.000.000,RP,HAUPTHAUS Bingen-Grolsheim,"49,91624","7,93421",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
122,G.U.T.,LÖHLE KG,loehle-kg,,Carl-von-Ossietzky-Straße,2,55459,Bingen-Grolsheim,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/loehle-kg/standorte/abex-bingen-grolsheim-carl-von-ossietzky-strasse,49.916.240.000.000.000,7.934.210.000.000.000,RP,ABEX Bingen-Grolsheim / Carl-von-Ossietzky-Straße,"49,91624","7,93421",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
122,G.U.T.,LÖHLE KG,loehle-kg,,Carl-Benz-Straße,5,55743,Idar-Oberstein,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/loehle-kg/standorte/abex-idar-oberstein-carl-benz-strasse,49.710.510.300.000.000,7.360.958.600.000.000,RP,ABEX Idar-Oberstein / Carl-Benz-Straße,"49,7105103","7,3609586",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
122,G.U.T.,LÖHLE KG,loehle-kg,,Saarlandstraße/An der L 417,,55411,Bingen-Sponsheim,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/loehle-kg/standorte/abex-bingen-sponsheim-saarlandstrassean-der-l-417,49.928.168.085.046.600,7.913.554.152.114.890,RP,ABEX Bingen-Sponsheim / Saarlandstraße/An der L 417,"49,92816809","7,913554152",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
122,G.U.T.,LÖHLE KG,loehle-kg,,Altes Forsthaus,5,67661,Kaiserslautern,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/loehle-kg/locations/abex-kaiserslautern-einsiedlerhof,49.439.063.000.000.000,7.655.838.200.000.000,RP,ABEX Kaiserslautern / Altes Forsthaus,"49,439063","7,6558382",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
122,G.U.T.,LÖHLE KG,loehle-kg,,Auf Dornbruch,9,56288,Kastellaun,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/loehle-kg/standorte/abex-kastellaun-auf-dornbruch,50.075.800.000.000.000,7.454.480.000.000.000,RP,ABEX Kastellaun / Auf Dornbruch,"50,0758","7,45448",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
122,G.U.T.,LÖHLE KG,loehle-kg,,Bosenheimer Straße,284c,55543,Bad Kreuznach,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/loehle-kg/standorte/abex-bad-kreuznach-bosenheimer-strasse,49.849.527.000.000.000,7.894.825.200.000.000,RP,ABEX Bad Kreuznach / Bosenheimer Straße,"49,849527","7,8948252",,"Wir sind stets bestrebt, die Umwelt zu schützen. Das liegt schon in der Unternehmensphilosophie unserer Großhandelsgruppe für Gebäude- und Umwelttechnik begründet. Da es sich bei „22 Uhr – Licht aus“ um ein einfach umzusetzendes Projekt handelt, stand für uns sofort fest, dass wir hier unterstützen und mitmachen möchten. Unsere beleuchtete Außenwerbung ist schon seit September 2022 komplett ausgeschaltet. Wir sind der Meinung, dass wir heutzutage über andere Kanäle, wie beispielsweise durch Social Media, deutlich mehr auf uns aufmerksam machen können, als durch beleuchtete Außenwerbung",Nina Eckart,Umweltbeauftragte,21 Uhr,Ja,nein,
62,G.U.T.,G.U.T. Gläser KG,gut-glaeser-kg,,Manfred-Roth-Straße,21,90766,Fürth,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/glaeser/standorte/abex-fuerth-manfred-roth-strasse,49.484.154.100.000.000,10.946.098.500.000.000,BY,ABEX Fürth / Manfred-Roth-Straße,"49,4841541","10,9460985",,"Auch wir möchten unseren Beitrag für Umwelt, Mensch und Natur leisten.",Wolfgang Gläser,,20 Uhr,Ja,nein,
62,G.U.T.,G.U.T. Gläser KG,gut-glaeser-kg,gut-glaeser-kg-logo.jpg,Manfred-Roth-Straße,21,90766,Fürth,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/glaeser/standorte/haupthaus-fuerth,49.484.154.100.000.000,10.946.098.500.000.000,BY,HAUPTHAUS Fürth,"49,4841541","10,9460985",,"Auch wir möchten unseren Beitrag für Umwelt, Mensch und Natur leisten.",Wolfgang Gläser,,20 Uhr,Ja,nein,
84,G.U.T.,G.U.T. TIBURZY KG,gut-tiburzy-kg,gut-tiburzy-kg-logo.jpg,Hoffmannstraße,40,32105,Bad Salzuflen,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/tiburzy,52.074.605.800.000.000,8.752.947.000.000.000,NRW,HAUPTHAUS Bad Salzuflen,"52,0746058","8,752947",,Der Umwelt - und Klimaschutz,Detlef Tiburzy,PhG,21 Uhr,Ja,ja,
84,G.U.T.,G.U.T. TIBURZY KG,gut-tiburzy-kg,,Hoffmannstraße,40,32105,Bad Salzuflen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/tiburzy/locations/abex-bad-salzuflen-hoffmannstrasse,52.074.605.800.000.000,8.752.947.000.000.000,NRW,ABEX Bad Salzuflen / Hoffmannstraße,"52,0746058","8,752947",,Der Umwelt - und Klimaschutz,Detlef Tiburzy,PhG,21 Uhr,Ja,ja,
84,G.U.T.,G.U.T. TIBURZY KG,gut-tiburzy-kg,,Elverdisser Straße,53-55,32052,Herford,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/tiburzy/locations/abex-herford-elverdisser-strasse,52.106.790.000.000.000,8.665.670.000.000.000,NRW,ABEX Herford / Elverdisser Straße,"52,10679","8,66567",,Der Umwelt - und Klimaschutz,Detlef Tiburzy,PhG,21 Uhr,Ja,ja,
62,G.U.T.,G.U.T. Gläser KG,gut-glaeser-kg,,Manfred-Roth-Straße,21,90766,Fürth,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/glaeser/standorte/abex-fuerth-manfred-roth-strasse,49.484.154.100.000.000,10.946.098.500.000.000,Bayern,ABEX Fürth / Manfred-Roth-Straße,"49,4841541","10,9460985",,,,,21 Uhr,Ja,ja,
62,G.U.T.,G.U.T. Gläser KG,gut-glaeser-kg,gut-glaeser-kg-logo.jpg,Manfred-Roth-Straße,21,90766,Fürth,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/glaeser/standorte/haupthaus-fuerth,49.484.154.100.000.000,10.946.098.500.000.000,Bayern,HAUPTHAUS Fürth,"49,4841541","10,9460985",,,,,21 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,,Pinneberger Straße,52-56,22457,Hamburg,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/feldtmann-gebaeudetechnik/standorte/abex-hamburg-pinneberger-strasse,53.634.994.843.865.100,9.903.833.965.606.730,HH,ABEX Hamburg / Pinneberger Straße,"53,63499484","9,903833966",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,,Bei der Neuen Münze,23,22145,Hamburg,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/feldtmann-gebaeudetechnik/standorte/abex-hamburg-bei-der-neuen-muenze,53.623.123.599.016.300,10.155.090.085.983.200,HH,ABEX Hamburg / Bei der Neuen Münze,"53,6231236","10,15509009",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,,Rubbertstraße,21,21109,Hamburg,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/feldtmann-gebaeudetechnik/standorte/abex-hamburg-rubbertstrasse,53.507.674.078.291.500,10.003.203.177.909.800,HH,ABEX Hamburg / Rubbertstraße,"53,50767408","10,00320318",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,,Rudolf-Diesel-Straße,12-14,24558,Henstedt-Ulzburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/feldtmann-gebaeudetechnik/locations/abex-henstedt-ulzburg-rudolf-diesel-strasse,53.804.773.339.962.300,9.946.359.689.996.370,SH,ABEX Henstedt-Ulzburg / Rudolf-Diesel-Straße,"53,80477334","9,94635969",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,,Bramfelder Straße,80,22305,Hamburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/feldtmann-gebaeudetechnik/locations/abex-hamburg-barmbek,53.587.311.203.905.100,10.052.810.837.503.700,HH,ABEX Hamburg / Bramfelder Straße,"53,5873112","10,05281084",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,feldtmann-gebaeudetechnik-kg-logo.jpg,Brandstücken,31,22549,Hamburg,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/feldtmann-gebaeudetechnik/locations/haupthaus-hamburg,53.582.205.934.047.100,9.849.915.975.532.550,HH,HAUPTHAUS Hamburg,"53,58220593","9,849915976",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
913,G.U.T.,Feldtmann Gebäudetechnik KG,feldtmann-gebaeudetechnik-kg,,Brandstücken,31,22549,Hamburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/feldtmann-gebaeudetechnik/locations/abex-hamburg-osdorf,53.581.978.423.798.200,9.849.379.533.729.570,HH,ABEX Hamburg / Brandstücken,"53,58197842","9,849379534",,"Gerade in Städten gibt es zu viel zu viele künstliche Lichtquellen. Pflanzen und Tiere – insbesondere Insekten – werden hierdurch beeinträchtigt. Wir haben es selbst in der Hand, mit dieser Maßnahme G.U.T.es zu tun. Mit dem Nebeneffekt, dass wir zusätzlich Energie einsparen. ",André Riggert,G.U.T. Umweltbeauftragter des Hauses,19 Uhr,Ja,ja,
74,G.U.T.,G.U.T. Deggendorf KG,gut-deggendorf-kg,gut-deggendorf-kg-logo.jpg,Graflinger Str.,228,94469,Deggendorf,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/deggendorf,48.857.710.000.000.000,12.961.810.000.000.000,BY,HAUPTHAUS Deggendorf,"48,85771","12,96181",,"Es gibt zwei Gründe, warum wir uns an der Aktion „22 Uhr – Licht aus“ beteiligen:  Wir wollen aktiv zur Verringerung der „Lichtverschmutzung“ beitragen und eine zusätzliche Möglichkeit nutzen, Energie einzusparen. Die Maßnahme ist denkbar leicht umzusetzen und hat nachweislich einen positiven Einfluss auf unsere Umwelt und das gesamte Ökosystem. Als G.U.T. (Gebäude- und Umwelttechnik) war es für uns ein besonderes Anliegen an dem Projekt „Paten der Nacht“ teilzunehmen. ",Patrick Bloos,PhG,20 Uhr,Ja,ja,
74,G.U.T.,G.U.T. Deggendorf KG,gut-deggendorf-kg,,Graflinger Str.,228,94469,Deggendorf,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/deggendorf/standorte/abex-deggendorf-graflinger-str,48.857.710.000.000.000,12.961.810.000.000.000,BY,ABEX Deggendorf / Graflinger Str.,"48,85771","12,96181",,"Es gibt zwei Gründe, warum wir uns an der Aktion „22 Uhr – Licht aus“ beteiligen:  Wir wollen aktiv zur Verringerung der „Lichtverschmutzung“ beitragen und eine zusätzliche Möglichkeit nutzen, Energie einzusparen. Die Maßnahme ist denkbar leicht umzusetzen und hat nachweislich einen positiven Einfluss auf unsere Umwelt und das gesamte Ökosystem. Als G.U.T. (Gebäude- und Umwelttechnik) war es für uns ein besonderes Anliegen an dem Projekt „Paten der Nacht“ teilzunehmen. ",Patrick Bloos,PhG,20 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Kölner Straße,100,51645,Gummersbach,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/wesco/standorte/abex-gummersbach-koelner-strasse,51.006.220.000.000.000,7.612.020.000.000.000,NRW,ABEX Gummersbach / Kölner Straße,"51,00622","7,61202",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Talstraße,91,58515,Lüdenscheid,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wesco/locations/abex-luedenscheid-talstrasse,51.207.970.000.000.000,7.613.110.000.000.000,NRW,ABEX Lüdenscheid / Talstraße,"51,20797","7,61311",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Weidengarten,6,57223,Kreuztal,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wesco/locations/abex-kreuztal-weidengarten,50.957.480.000.000.000,8.030.180.000.000.000,NRW,ABEX Kreuztal / Weidengarten,"50,95748","8,03018",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Auf der Koppel,13b,58540,Meinerzhagen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wesco/locations/abex-meinerzhagen-auf-der-koppel,51.092.800.000.000.000,7.673.320.000.000.000,NRW,ABEX Meinerzhagen / Auf der Koppel,"51,0928","7,67332",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Sählingstraße,16,57319,Bad Berleburg,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wesco/locations/abex-bad-berleburg-saehlingstrasse,51.058.390.000.000.000,8.397.340.000.000.000,NRW,ABEX Bad Berleburg / Sählingstraße,"51,05839","8,39734",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Marienhütte,20,57080,Siegen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wesco/locations/abex-siegen-marienhuette-0,50.851.487.816.284.500,7.998.266.225.517.220,NRW,ABEX Siegen / Marienhütte,"50,85148782","7,998266226",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,wesco-kg-logo.jpg,Rheinauer Straße,14,57482,Wenden-Hünsborn,Germany,HAUPTHAUS,https://www.gut-gruppe.de/unternehmen/wesco/standorte/haupthaus-wenden-huensborn,50.937.123.091.103.100,7.877.490.863.507.090,NRW,HAUPTHAUS Wenden-Hünsborn,"50,93712309","7,877490864",,,Jan Vollmer,,21 Uhr,Ja,ja,
245,G.U.T.,WESCO KG,wesco-kg,,Rheinauer Straße,14,57482,Wenden-Hünsborn,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/wesco/locations/abex-wenden-huensborn-rheinauer-strasse,50.937.109.569.058.500,7.877.598.151.867.680,NRW,ABEX Wenden-Hünsborn / Rheinauer Straße,"50,93710957","7,877598152",,,Jan Vollmer,,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,bach-wesco-kg-logo.jpg,Ernst-Reuter-Straße,14,51427,Bergisch-Gladbach,Germany,HAUPTHAUS,https://www.gut-gruppe.de/de/unternehmen/bach-wesco/locations/haupthaus-bergisch-gladbach,50.954.520.000.000.000,7.143.580.000.000.000,NRW,HAUPTHAUS Bergisch-Gladbach,"50,95452","7,14358",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Ernst-Reuter-Straße,14,51427,Bergisch-Gladbach,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/bach-wesco/standorte/abex-bergisch-gladbach-ernst-reuter-strasse,50.954.520.000.000.000,7.143.580.000.000.000,NRW,ABEX Bergisch-Gladbach / Ernst-Reuter-Straße,"50,95452","7,14358",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Venloer Straße,713,50827,Köln,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/bach-wesco/standorte/abex-koeln-venloer-strasse,50.958.650.000.000.000,6.896.290.000.000.000,NRW,ABEX Köln / Venloer Straße,"50,95865","6,89629",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Hansestraße,1,51149,Köln,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/bach-wesco/standorte/abex-koeln-hansestrasse,50.904.380.000.000.000,7.078.390.000.000.000,NRW,ABEX Köln / Hansestraße,"50,90438","7,07839",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Campusallee,14,51379,Leverkusen,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/bach-wesco/locations/abex-leverkusen-campusallee,51.060.768.700.000.000,7.011.013.000.000.000,NRW,ABEX Leverkusen / Campusallee,"51,0607687","7,011013",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Bergstraße,14a,50739,Köln,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/bach-wesco/standorte/abex-koeln-bergstrasse,50.973.599.800.000.000,6.947.477.000.000.000,NRW,ABEX Köln / Bergstraße,"50,9735998","6,947477",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Dieselstraße,6,50859,Köln,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/bach-wesco/standorte/abex-koeln-dieselstrasse,50.945.040.000.000.000,6.841.860.000.000.000,NRW,ABEX Köln / Dieselstraße,"50,94504","6,84186",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Emil-Hoffmann-Straße,19,50996,Köln,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/de/unternehmen/bach-wesco/locations/niederlassung-koeln-0,50.870.221.100.000.000,6.992.527.000.000.000,NRW,NIEDERLASSUNG Köln,"50,8702211","6,992527",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Emil-Hoffmann-Straße,19,50996,Köln,Germany,ABEX,https://www.gut-gruppe.de/de/unternehmen/bach-wesco/locations/abex-koeln-emil-hoffmann-strasse,50.870.221.100.000.000,6.992.527.000.000.000,NRW,ABEX Köln / Emil-Hoffmann-Straße,"50,8702211","6,992527",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Adenauerstraße,10,52146,Würselen,Germany,ABEX,https://www.gut-gruppe.de/unternehmen/bach-wesco/standorte/abex-wuerselen-adenauerstrasse,50.807.903.200.000.000,6.149.715.100.000.000,NRW,ABEX Würselen / Adenauerstraße,"50,8079032","6,1497151",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
248,G.U.T.,Bach & Wesco KG,bach-wesco-kg,,Adenauerstraße,10,52146,Würselen,Germany,NIEDERLASSUNG,https://www.gut-gruppe.de/de/unternehmen/bach-wesco/locations/niederlassung-wuerselen,50.807.903.200.000.000,6.149.715.100.000.000,NRW,NIEDERLASSUNG Würselen,"50,8079032","6,1497151",,"Bevor wir von dem Projekt „22 Uhr – Licht aus“ gehört hatten, war uns nicht bewusst, welche Folgen unsere Beleuchtung in der Nacht für Insekten und Tiere hat. Es ist nur ein kleiner Schritt für uns, der aber eine große Wirkung auf die Umwelt hat. ",Stefan Bach,PhG,21 Uhr,Ja,ja,
